Nazwa zespołu,Nazwa płyty,"wydanie
",Stan płyty 1-10,Dostępna? (T/N),Zdjęcie front (opcjonalne),Zdjęcie back (opcjonalne),Zdjęcie płyta (opcjonalne),Cena (zł)
OST Here We Go'round Mulberry Bush (Spencer Davis & Traffic),,USA,EX,,https://images-na.ssl-images-amazon.com/images/I/51yTRYEHioL._SY355_.jpg,https://img.discogs.com/JBfU0K66UeV3NIVOv58CgeFy9Pc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2049777-1260866512.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/51yTRYEHioL.jpg,100 ZŁ
OST Homeboy (Eric Clapton),,GER,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Homeboy_Soundtrack_Cover.jpg/220px-Homeboy_Soundtrack_Cover.jpg,https://img.discogs.com/sFr4CPHAa0yi3TmsMfAUQQQSVVk=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-7910013-1498232345-3653.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/3/37/Homeboy_Soundtrack_Cover.jpg,45 ZŁ
OST Jesus Christ Superstar 2 LP,,UK,VG+,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Jcs_uk_cover.png/220px-Jcs_uk_cover.png,https://img.discogs.com/Q0yPGbDDBd2w77JI8lzghtFj3Dw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1227708-1417887985-3446.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/51nyG4-Ui0L.jpg,40 ZŁ
OST Killing Fields (Mike Oldfield),,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Mike_oldfield_the_killing_fields_album_cover.jpg/220px-Mike_oldfield_the_killing_fields_album_cover.jpg,https://img.discogs.com/TpmGHVnfUAV_lYAmUhHFg5RB1hE=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-305418-1274894643.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/5/56/Mike_oldfield_the_killing_fields_album_cover.jpg,40 ZŁ
OST Killing Fields (Mike Oldfield),,GER,VG+,,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Mike_oldfield_the_killing_fields_album_cover.jpg/220px-Mike_oldfield_the_killing_fields_album_cover.jpg,https://img.discogs.com/TpmGHVnfUAV_lYAmUhHFg5RB1hE=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-305418-1274894643.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/5/56/Mike_oldfield_the_killing_fields_album_cover.jpg,25 ZŁ
OST Killing Fields (Mike Oldfield),,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Mike_oldfield_the_killing_fields_album_cover.jpg/220px-Mike_oldfield_the_killing_fields_album_cover.jpg,https://img.discogs.com/TpmGHVnfUAV_lYAmUhHFg5RB1hE=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-305418-1274894643.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/5/56/Mike_oldfield_the_killing_fields_album_cover.jpg,40 ZŁ
OST Lethal Weapon 2 (różni),,USA,EX+,,https://i.pinimg.com/236x/65/51/e3/6551e34d4e49866038dfea7056856ca9--a-most-wanted-man-watch-free-movies.jpg,,https://i.pinimg.com/236x/2c/6b/41/2c6b41c04d9bc9bf07e093a014173f00--scorpion-serie-season-.jpg,35 ZŁ
OST Lord Of The Rings (Bo Hansson),,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Bo_Hansson_Lord_Of_The_Rings.jpg/220px-Bo_Hansson_Lord_Of_The_Rings.jpg,https://images-na.ssl-images-amazon.com/images/I/61MCqoYOv2L._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/1/11/Bo_Hansson_Lord_Of_The_Rings.jpg,50 ZŁ
OST Lord Of The Rings (Bo Hansson),,USA,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Bo_Hansson_Lord_Of_The_Rings.jpg/220px-Bo_Hansson_Lord_Of_The_Rings.jpg,https://images-na.ssl-images-amazon.com/images/I/61MCqoYOv2L._SY355_.jpg,https://upload.wikimedia.org/wikipedia/en/1/11/Bo_Hansson_Lord_Of_The_Rings.jpg,60 ZŁ
OST Metropolis (Giorgio Moroder),,UK,EX,,https://www.giorgiomoroder.com/wp-content/uploads/2014/11/giorgio-moroder-metropolis.jpg,https://images-na.ssl-images-amazon.com/images/I/71igbRwUKRL._SY355_.jpg,https://img.discogs.com/frqwrgNpvLiTDeEPi3Z7jtmboTg=/fit-in/462x454/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-512951-1284915268.jpeg.jpg,60 ZŁ
OST Miami Vice (różni),,GER,EX,,https://i.pinimg.com/236x/ad/fe/d5/adfed55b9ab2525a36fa8fe2df33904f--political-quotes-blade-runner-art.jpg,,http://i.scdn.co/image/0bea90035e79f2fdbc217d0ed6755fb02cc90116,50 ZŁ
OST Miami Vice II,,GER,NM,,https://images-na.ssl-images-amazon.com/images/I/71FXk77ZQgL._SX355_.jpg,https://vignette.wikia.nocookie.net/miamivice/images/7/74/Soundtrack2.jpg/revision/latest?cb=20100801131358,https://images-na.ssl-images-amazon.com/images/I/51MM8DyHZAL._SY355_.jpg,45 ZŁ
OST More American Graffiti 2 LP (różni),,USA,EX+,,https://i.pinimg.com/236x/93/28/e3/9328e35094eb49093c9f2a8ccc2ccf4c.jpg,https://i.ytimg.com/vi/RZ2oXzrnti4/hqdefault.jpg,https://i.pinimg.com/236x/94/9b/cf/949bcf75dae1fea0cd61d52fe742e54f.jpg,40 ZŁ
OST Mutiny On Bounty / Taras Bulba,,UK,NM,,https://img.discogs.com/aKo0_Jnj9B7JfaHTdHrUhwTGj6k=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-11570877-1529734972-1462.jpeg.jpg,https://i.ebayimg.com/images/g/YUwAAOSwDFFc~S6p/s-l400.jpg,https://img.discogs.com/kHnlYZQrh-YFDU0z4Pr4CFI14T4=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-8189826-1456823579-9962.jpeg.jpg,40 ZŁ
OST Name Of Rose (James Horner),,GER,NM,,https://img.discogs.com/ESHPsXQZ9AHAlVYqOEh9ku_A3PI=/fit-in/600x595/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-7090578-1433604505-4587.jpeg.jpg,https://www.filmmusicsite.com/images/covers/normal/61191.jpg,https://img.discogs.com/goEnCs2lsMrTx4KCSJhq9hNXLdk=/fit-in/600x590/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1171220-1504552485-3479.jpeg.jpg,60 ZŁ
OST Name Of Rose (James Horner),,GER,NM,,https://img.discogs.com/ESHPsXQZ9AHAlVYqOEh9ku_A3PI=/fit-in/600x595/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-7090578-1433604505-4587.jpeg.jpg,https://www.filmmusicsite.com/images/covers/normal/61191.jpg,https://img.discogs.com/goEnCs2lsMrTx4KCSJhq9hNXLdk=/fit-in/600x590/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1171220-1504552485-3479.jpeg.jpg,60 ZŁ
OST Out Of Africa (John Barry),,GER,EX+,,https://img.discogs.com/n_laDq4GX8a6wyQ9dkkgJVtHGyQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1681468-1504794987-2055.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/81DAprTiRAL._SX355_.jpg,https://img.discogs.com/yMsZRFeGwAa6qTM7qoJmvDH4S8E=/fit-in/600x594/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1681468-1504794987-2055.jpeg.jpg,35 ZŁ
OST Pat Garrett & Billy Kid (Bob Dylan),,UK,EX,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Bob_Dylan_-_Pat_Garrett_%26_Billy_the_Kid.jpg,https://cdn-s3.allmusic.com/release-covers/500/0001/319/0001319430.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Bob_Dylan_-_Pat_Garrett_%26_Billy_the_Kid.jpg/220px-Bob_Dylan_-_Pat_Garrett_%26_Billy_the_Kid.jpg,60 ZŁ
OST Pat Garrett & Billy The Kid,,HOL,NM,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Bob_Dylan_-_Pat_Garrett_%26_Billy_the_Kid.jpg,https://cdn-s3.allmusic.com/release-covers/500/0001/319/0001319430.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Bob_Dylan_-_Pat_Garrett_%26_Billy_the_Kid.jpg/220px-Bob_Dylan_-_Pat_Garrett_%26_Billy_the_Kid.jpg,55 ZŁ
OST Patton (Jerry Goldsmith),,USA,EX+,,http://store.intrada.com/core/media/media.nl?id=7795&c=ACCT67745&h=2c04a6ca4619aeb43b1a,https://img.discogs.com/f1SJofu9fL8l2kBV4LDI_01_xMQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1036542-1186724598.jpeg.jpg,https://i.ytimg.com/vi/kL9oVI5J4no/maxresdefault.jpg,30 ZŁ
OST Pink Panther (Henry Mancini),,GER,EX,,https://i.pinimg.com/564x/12/c2/dc/12c2dc930303985ebc808b406496ed33.jpg,https://images-na.ssl-images-amazon.com/images/I/61BXCGkXbYL._SY355_.jpg,https://i.pinimg.com/originals/0d/21/49/0d2149b3530db247f719bf30b2385640.jpg,55 ZŁ
OST Private Investigations (rózni),,HOL,NM,,https://i.pinimg.com/236x/80/6d/74/806d74a66c162ba6a57ea75f0f6b1f92--gaming-wallpapers-hd-widescreen-wallpapers.jpg,,https://i.pinimg.com/236x/89/c6/99/89c6998601db59ca40988bc032f6272e.jpg,30 ZŁ
OST Rambo III,,HOL,NM,,https://img.discogs.com/8N6xciO22SxbTjKtrBUeltor0UQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2873567-1341494176-4809.jpeg.jpg,https://cdn-s3.allmusic.com/release-covers/500/0000/741/0000741044.jpg,https://img.discogs.com/fE5esz2aRMVq3C37wMOBWOYmQ9A=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2451250-1293092173.jpeg.jpg,60 ZŁ
OST Return To Waterloo (Ray Davies),,USA,NM,,https://img.discogs.com/6rtlxEOzaZd0o7kPy0z3kCzwQv0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-484239-1526318259-4026.jpeg.jpg,https://i.ebayimg.com/images/g/J0UAAOSw9N1VpG7r/s-l300.jpg,https://img.discogs.com/UhXH_4y5QEyr3MFhgFsR2IxqnVc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-484239-1526318259-4026.jpeg.jpg,30 ZŁ
OST Roots (Quincy Jones),,UK,EX+,,https://img.discogs.com/C7gzN0rR07BCe4jFkdvR31GnlEQ=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1123003-1402469709-3591.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/411J0REK0TL.jpg,https://img.discogs.com/hoqgKxqdSgCPAjsNSPJRnWBN4oM=/fit-in/600x606/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1123003-1402469709-3591.jpeg.jpg,50 ZŁ
OST Round Midnight (rózni),,HOL,NM,,x-raw-image:///2f80c46aa0e94ae2eb85c2b476e233a1551c9d590d418b53c6ffed7709157bec,https://i.pinimg.com/236x/6d/07/df/6d07df84e2ef9ae61ac4d2dda01890c8--family-man-taxi-driver.jpg,,55 ZŁ
OST Save The Children (różni) 2 LP,,USA,EX+,,https://images-na.ssl-images-amazon.com/images/I/619GFukRpSL._SS500.jpg,https://m.media-amazon.com/images/I/71DP4RA9bjL._SS500_.jpg,https://images-na.ssl-images-amazon.com/images/I/91oPm6kmRiL._SY355_.jpg,45 ZŁ
OST Sisters (Bernard Hermann),,USA,EX+,,https://img.discogs.com/-hTT2IPkLxn9LUM-MctcRNhljrY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2333696-1277666759.jpeg.jpg,https://i.ytimg.com/vi/KpaJv_9i7fA/maxresdefault.jpg,https://img.discogs.com/KrVwU-7DsdhLML2YeWYoe281MOk=/fit-in/600x589/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2333696-1277666759.jpeg.jpg,60 ZŁ
OST Subway (Eric Serra),,GER,NM,,https://img.discogs.com/aBQXcpCXg7Ei4HGx1i1sQva8yRc=/fit-in/474x480/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2128701-1347774232-7175.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/51ZvmOrF1kL._SY355_.jpg,https://img.discogs.com/LNy0ikDP3zh_tGejquSrHW9mSnk=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2391388-1281338697.jpeg.jpg,55 ZŁ
OST Tequilla Sunrise (rózni),,GER,NM,,https://i.pinimg.com/236x/d1/82/53/d18253cf7dc3d230bcebfb9ce14ee0cc--tequila-sunrise-recipe-juice-.jpg,https://i.ytimg.com/vi/hNpyYz2Lcbw/hqdefault.jpg,https://i.pinimg.com/236x/c1/64/fb/c164fbd771a2bf486e33751d82c5b53b--sassy-quotes-sex-quotes.jpg,50 ZŁ
OST The Color Purple 2 LP,,GER,NM,,https://images-na.ssl-images-amazon.com/images/I/71qDtETuplL._SY355_.jpg,https://www.picclickimg.com/d/l400/pict/372632530069_/Spielberg-Quincy-Jones-THE-COLOR-PURPLE-2-LP-Film.jpg,https://images-na.ssl-images-amazon.com/images/I/515jX6jcXxL.jpg,60 ZŁ
OST The Hitchikers Guide To Galaxy Part Two,,UK,EX+,,https://images-na.ssl-images-amazon.com/images/I/81CTF5d074L._SX355_.jpg,https://www.amoeba.com/sized-images/max/500/500/uploads/albums/covers/other//5014797897403.jpg,https://img.discogs.com/p_sdD_8JVAgrfy-VUjBCzCdlGVc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3021889-1312121699.jpeg.jpg,60 ZŁ
OST The Last Rebel (Jon Lord & Tony Ashton),,GER,VG/EX,,https://www.popsike.com/pix/20130506/171036065259.jpg,http://www.beatedelic.com/shop/images/product_images/popup_images/841_1.jpg,https://thumbs.worthpoint.com/zoom/images1/1/0611/15/ost-last-rebel-jon-lord-orig-1971_1_56db031a324cef4ab6515c9973843336.jpg,50 ZŁ
OST The Purple Rose Of Cairo (Dick Hyman),,GER,NM,,https://img.discogs.com/jnpQRk8wMmmPvjCzCLTzlbKtyzw=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-2503389-1291361272.jpeg.jpg,https://cdn.shopify.com/s/files/1/1712/4551/products/artrockstore-dick-hyman-the-purple-rose-of-cairo-soundtrack-album_1024x1024.jpg?v=1551575752,https://img.discogs.com/Q9KG4cd-_NldcMArI4CeUbEsHhY=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-8036837-1521781008-5964.jpeg.jpg,50 ZŁ
OST The Secret Of My Success,,GER,EX,,https://img.discogs.com/32DcvPAj3Mcc0Fftpth_PjOe-Yc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1071667-1189955756.jpeg.jpg,https://img.cdandlp.com/2014/02/imgL/116487398.jpg,https://img.discogs.com/ZvRmPxFyJj0wjRe6nzk9vtRgmL4=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1071667-1189955756.jpeg.jpg,25 ZŁ
OST The Warriors (rózni),,HOL,EX,,https://i.ytimg.com/vi/W-GgulCyi0s/maxresdefault.jpg,http://filmmusicreporter.com/wp-content/uploads/2019/09/0C975880-05A0-43CE-B953-C0FE5B39400A.jpeg,https://upload.wikimedia.org/wikipedia/en/4/4e/Curtain_Call_cover.jpg,50 ZŁ
OST Thunderball (John Barry),,UK,EX,,https://img.discogs.com/K7XqzYvaMhE96LdHeHbXEgdFfY0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3615326-1436937977-5807.jpeg.jpg,https://www.soundtrackdreams.com/wp-content/uploads/2015/04/thunder.jpg,https://img.discogs.com/Tg27zJ6yzokfOmNUKY06ZKCo8tk=/fit-in/600x593/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3615326-1436937977-5807.jpeg.jpg,60 ZŁ
OST To Live And Die In L.A. (Wang Chung),,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/To_Live_and_Die_in_L.A._album_art.JPG/220px-To_Live_and_Die_in_L.A._album_art.JPG,https://img.discogs.com/lsL615u7KlNtNMWbpVODn5GSh5U=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-330594-1413069818-7751.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/9d/To_Live_and_Die_in_L.A._album_art.JPG,45 ZŁ
OST To Live And Die In L.A. (Wang Chung),,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/To_Live_and_Die_in_L.A._album_art.JPG/220px-To_Live_and_Die_in_L.A._album_art.JPG,https://img.discogs.com/lsL615u7KlNtNMWbpVODn5GSh5U=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-330594-1413069818-7751.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/9d/To_Live_and_Die_in_L.A._album_art.JPG,40 ZŁ
OST Top Gun,(różni),HOL,EX,,https://i.ebayimg.com/images/g/HlAAAOSwPrdcVBSu/s-l300.jpg,https://productimages.worldofbooks.com/B00005J6WU.jpg,https://image2.owler.com/2913128-1424331244360.png,40 ZŁ
OST Wall Street (S. Copeland) / Salvador,,GER,EX+,,https://img.discogs.com/zGui6htY0uKQzHVIi8nvX7JKrhc=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3701298-1340912873-3494.jpeg.jpg,https://images.eil.com/large_image/ORIGINAL_SOUNDTRACK_WALL%2BSTREET%2B%2BSALVADOR-586207.jpg,https://img.discogs.com/ylnF-WT_XoRlEsjtF4lktQfTq8c=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-7857513-1450287587-7434.jpeg.jpg,30 ZŁ
OST Warriors (różni),,HOL,EX,,https://i.ytimg.com/vi/W-GgulCyi0s/maxresdefault.jpg,http://filmmusicreporter.com/wp-content/uploads/2019/09/0C975880-05A0-43CE-B953-C0FE5B39400A.jpeg,https://i.pinimg.com/originals/a4/7a/d5/a47ad553a8f970aa5f2dc3347a812641.jpg,60 ZŁ
OST Wild Orchid (rózni),,GER,EX+,,https://image.isu.pub/100420104903-9d691457860143bc97989de489386900/jpg/page_1_thumb_large.jpg,https://i.pinimg.com/236x/b2/3e/6c/b23e6c61675af9ae2d8658da391e3f14.jpg,https://image.isu.pub/100420104903-9d691457860143bc97989de489386900/jpg/page_1.jpg,50 ZŁ
OST Witches Of Eastwick (John Williams),,USA,EX+,,https://images-na.ssl-images-amazon.com/images/I/518ckUB-u7L._SY355_.jpg,https://m.media-amazon.com/images/I/91vApfpLbmL._SS500_.jpg,https://i.ytimg.com/vi/ItOTHuBxGas/maxresdefault.jpg,50 ZŁ
OST Woo 2 LP (rózni),,UK,EX+,,x-raw-image:///07815d9d96fc8e8e72336961000031e78744157e1d98a35d6ef7525716352d96,https://i.pinimg.com/474x/1f/fa/1c/1ffa1c5fac065009043cd31e657de7ae--simple-illustration-little-nicky.jpg,https://i.ytimg.com/vi/E-IDfoZuQLM/hqdefault.jpg,35 ZŁ
OST Yentil (Barbra Streisand),,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Yentl_soundtrack_album_cover.jpg/220px-Yentl_soundtrack_album_cover.jpg,https://img.discogs.com/puaE7THKFjDsqhh9ooM4XlhlQ-U=/fit-in/598x596/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-1434325-1289554925.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/b/bc/Yentl_soundtrack_album_cover.jpg,30 ZŁ
OST Young Guns II (Jon Bon Jovi),,HOL,EX+,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Jon_bon_jovi-blaze_of_glory.jpg/220px-Jon_bon_jovi-blaze_of_glory.jpg,https://images-na.ssl-images-amazon.com/images/I/61vhqTnm8TL._SX355_.jpg,https://upload.wikimedia.org/wikipedia/en/c/c7/Jon_bon_jovi-blaze_of_glory.jpg,55 ZŁ
Otis Reddding,The History Of...,UK,VG+,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Otis_Redding_%282%29.png,https://i.ytimg.com/vi/nHl440HB7oI/hqdefault.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Otis_Redding_%282%29.png/1200px-Otis_Redding_%282%29.png,60 ZŁ
Overkill,Feel The Fire,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Feelfire.jpg/220px-Feelfire.jpg,https://img.discogs.com/EvsvjidUabienThrcaqV6Tt1U1k=/fit-in/600x598/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-2384354-1355506412-2218.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/6/67/Feelfire.jpg,90 ZŁ
Overkill,Fuck You,GER,NM,,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Fuck_You_-_cover_art.jpg/220px-Fuck_You_-_cover_art.jpg,https://img.discogs.com/ZFm3bv6wcKCJKstiQTdU_YdSJ_o=/fit-in/600x597/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-499308-1359493703-3563.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/9/9a/Fuck_You_-_cover_art.jpg,80 ZŁ
Ozzy Osbourne,Bark At The Moon,UK,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Bark_at_the_moon.jpg/220px-Bark_at_the_moon.jpg,https://townsquare.media/site/366/files/2018/11/Ozzy-Osbourne-Bark-at-the-Moon.jpg?w=980&q=75,https://upload.wikimedia.org/wikipedia/en/9/97/Bark_at_the_moon.jpg,90 ZŁ
Ozzy Osbourne,Just Say Ozzy,HOL,NM,,https://upload.wikimedia.org/wikipedia/en/4/44/OzzyOsbourne_-_JustSayOzzy.jpg,https://img.discogs.com/csO9G3bBri7-3TqZWy9dT5mwvzg=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1704920-1238122846.jpeg.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/OzzyOsbourne_-_JustSayOzzy.jpg/220px-OzzyOsbourne_-_JustSayOzzy.jpg,60 ZŁ
Ozzy Osbourne,The Ultimate Sin,HOL,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/The_ultimate_sin.jpg/220px-The_ultimate_sin.jpg,https://img.discogs.com/N7zJJK4q35HyuVn0mEwmQ-pQKCo=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-1369965-1489670038-3314.jpeg.jpg,https://i.pinimg.com/originals/2d/c3/8e/2dc38e2741c2ef4294e89de0a293d353.jpg,90 ZŁ
Pantera,Preliminary Groove Metal,EUR,FOL,,https://img.discogs.com/F9h34gLnBH7G-QvFhqE9eE32YWM=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-8186405-1530519007-2205.jpeg.jpg,https://cdn11.bigcommerce.com/s-8e25iavqdi/images/stencil/1280x1280/products/9732/9488/preliminary-groove-metal-album-cover-sticker__84969.1539497790.jpg?c=2&imbypass=on,https://images-na.ssl-images-amazon.com/images/I/71uilMNnqML._SY355_.jpg,90 ZŁ
Pat Metheny Group,Travels 2 LP,GER,EX+,,http://www.progarchives.com/progressive_rock_discography_covers/2445/cover_241961432010.jpg,https://img.discogs.com/0RiCB9pkbn0VQTUDH4y47GV6R10=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-621657-1380804946-8906.jpeg.jpg,https://www.audiophileusa.com/covers400water/142968.jpg,90 ZŁ
Pat Metheny Group,Travels 2 LP,GER,EX+,,http://www.progarchives.com/progressive_rock_discography_covers/2445/cover_241961432010.jpg,https://img.discogs.com/0RiCB9pkbn0VQTUDH4y47GV6R10=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-621657-1380804946-8906.jpeg.jpg,https://www.audiophileusa.com/covers400water/142968.jpg,70 ZŁ
Pat Metheny Group,Travels 2 LP (2010),GER,FOL,,https://img.discogs.com/0RiCB9pkbn0VQTUDH4y47GV6R10=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-621657-1380804946-8906.jpeg.jpg,http://www.progarchives.com/progressive_rock_discography_covers/2445/cover_241961432010.jpg,https://img.discogs.com/Y4GerfAaetUGjNoe7F13VGfGJuU=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-621657-1380804946-8906.jpeg.jpg,90 ZŁ
Patricia Kaas,Scene de Vie,HOL,EX,,https://img.discogs.com/ghliy6oJsJKWccnEgL8Ml-Bib0E=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-444582-1265721768.jpeg.jpg,https://images-na.ssl-images-amazon.com/images/I/41th6c08RZL.jpg,https://img.discogs.com/wnZmW1CdaBDblIpKNN-PzOakgqs=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-444582-1265721768.jpeg.jpg,60 ZŁ
Patrick Cowley,Energy,USA,VG,,https://i.ytimg.com/vi/a8dc3vSu_aY/hqdefault.jpg,https://img.discogs.com/lp3KXU_3RCYLuwgoiKJ1CP7_KY0=/fit-in/600x579/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-149000-1466865570-1988.jpeg.jpg,https://i.ytimg.com/vi/alu2GJorqeE/maxresdefault.jpg,20 ZŁ
Patrick Wiliams,Dreams And Themes,UK,EX,,https://m.media-amazon.com/images/M/MV5BNTg5ZWRjNTctNmMyMi00NTJmLTg3YjktMzJlMDRiYWQ0MjMzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.officialcharts.com/media/656221/record-store-day-2019-1100.jpg?width=796&mode=stretch,https://pmcvariety.files.wordpress.com/2017/12/the-greatest-showman-on-earth.jpg?w=1000,30 ZŁ
Patti Smith,Easter,GER,EX,,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Easter_cover.jpg/220px-Easter_cover.jpg,https://media.pitchfork.com/photos/5929c55a0c2bba1b7de01460/1:1/w_600/678708ee.jpg,https://upload.wikimedia.org/wikipedia/en/2/2d/Easter_cover.jpg,55 ZŁ
